"gene_ID","ES1060192","ES1081720","ES1081721","ES1081722","ES1081723","ES1081714","ES1081725","ES1081726","ES1060191","ES1060193","ES1081719","ES1060195","ES1081724","ES1081708","ES1081709","ES1081715","ES1081716","ES1081710","ES1081711","ES1081717","ES1081712","ES1060211","ES1060213","ES1081713","ES1060215","ES1060197","ES1060217","ES1060199","ES1081741","ES1060219","ES1072184","ES1072185","ES1072186","ES1072187","ES1072192","ES1072193","ES1072194","ES1072195","ES1072196","ES1072197","ES1072198","ES1072199","ES1072200","ES1072201","ES1072202","ES1072203","ES1072204","ES1072205","ES1072206","ES1072207","ES1072188","ES1072189","ES1072190","ES1072191","ES1072183","ES1072181","ES1072182"
"BOLA3-AS1",1.9043269864,2.4342273707,4.0080219485,0.3264890952,2.7209467848,2.9181108006,4.4483958105,0.4931022405,1.7621000459,1.4473039589,1.2429858992,2.5447420386,2.5047054302,2.7991717322,1.8877774355,3.730168271,1.2588738324,1.5336156711,0.8330741817,0.9232040327,2.0923391824,2.038787728,1.7368396947,3.4241159042,2.2392903627,2.8852768182,3.2617639849,1.5167258171,1.404460826,1.9592257236,5.2097831385,1.7470560118,1.9364941491,0.5730398091,0.3788701989,7.7977260914,2.029330053,4.5570164147,2.4456750576,4.5767247822,0.3743064386,4.8623712735,1.8545269461,1.7327079059,0.2149858394,2.5926101238,4.2249688254,0.5588913577,2.6533325084,2.8341391451,1.8408200908,3.850414603,0.4305334209,3.2339484919,0.5845270023,0.9127123217,2.751864891
"BRAP",17.451631831,43.3476098414,34.9230443903,27.8474649979,36.7848745209,25.054766984,17.3032790946,32.3493677381,25.9221813605,22.1852466986,52.7477592933,18.458763047,49.398482569,21.9469861191,22.9590618187,23.9952721018,25.2422557477,21.4129486114,22.4359140665,22.5613279092,26.9777213871,25.0823018641,25.9032138299,21.8943786272,18.2805127371,22.3211375893,22.3839143508,22.491683691,23.1116421217,22.211628028,27.9315399112,28.3064219633,22.1311283355,24.0416780948,23.7708717728,25.0656938601,23.231947874,19.8227844132,15.8172224956,23.0343376691,20.6463563862,29.4676022596,17.5675896735,15.8431919924,14.9908034521,27.8996017316,27.8757890276,23.9933892274,14.8042611881,15.7311382914,27.623253687,22.5054315525,27.9148416783,26.964158813,107.282167125,104.488104583,56.4609792511
"BRCA1",1.0457138768,1.177092539,0.2242250041,0.0616447942,0.1453756074,0.1707745896,0.062402346,0.0883862507,1.1900209899,0.516171342,0.4306224557,0.5880180719,1.9942785346,0.9347013978,0.7376405404,0.3215662303,0.4081083265,0.4827258241,0.807701364,0.6818158223,0.8466782723,0.9498897369,0.2586308146,1.4842175402,0.5137195538,1.095042068,1.0431980328,0.5338053637,0.6035509759,0.8934493489,0.1572396124,0.0677943681,0.2287447918,0.8153480033,0.0308042483,0.1967581168,0.7107510854,0.6686560417,0.5468291002,1.2006461956,1.3421036483,0.8471523226,0.2584857011,0.9391917473,0.562841221,0.0295111014,0.3175878572,2.1470856864,1.3423240315,0.7444701284,0.6822116495,0.7304734758,1.9847695969,0.0211559268,0.2544000656,0.1580965262,0.1678064078
"BRCC3",18.0821357861,30.0229222999,31.1672755715,24.5186461107,21.0915777042,20.9113485026,35.2729260988,30.0815626228,20.5489831383,23.3769952382,40.8299918699,23.926080013,30.1761670449,19.9592042546,16.6891172256,16.8779395387,10.3560186968,16.8911319321,19.4355783714,14.396477565,16.2028704978,30.3356554701,19.6470236072,14.9159522976,19.0102579494,18.8633491505,22.9881195463,24.1290289893,18.8064648186,18.4867130866,14.1569433133,19.6327125647,10.2862388057,23.1853186926,17.5577281371,18.6089424619,14.4443886214,11.3455497192,16.7885452041,20.3365817416,10.1632113144,22.0748478948,14.549209749,25.350969873,21.9974801388,12.9674718507,20.33461324,20.8990167013,20.0121078703,13.39665363,14.3155752577,19.1752684736,19.626714725,17.317352727,14.8884107673,19.9617585408,12.0786273973
"BRD2",11.4541551847,10.9304813172,10.368070763,12.1759884262,11.0970046967,10.4727517103,8.8299319646,9.3596387531,9.7132747737,10.4018646416,10.9773810876,9.7210647198,10.3666347381,10.0770182361,9.2229332036,8.9352536514,8.648009775,5.3099840646,7.4405787956,9.2616844932,7.8567104332,11.094596287,9.0788334236,10.958038857,10.6063329413,9.3941886954,8.9049461035,9.2800009387,7.5134064449,8.7648176487,8.4917343188,10.4810240775,11.4606396063,8.0871885992,8.6943648677,8.6444852231,11.256401759,10.3094515951,8.4938566661,9.9415087771,8.0771043628,13.3318417875,6.3532199948,6.2661635446,9.0765944129,10.0123483817,7.1152332127,9.3534141883,10.1575171043,13.5346552591,7.6638399724,8.2250242766,10.3821242859,10.2598524689,12.2454919476,15.3301841862,16.815539517
"BRD4",3.5959229636,4.0892194805,3.3260042277,4.6302089871,5.1947550371,6.0069961909,3.1869769584,4.6379522052,3.4783372139,5.0250798293,5.5375720118,4.1136242984,2.4708275389,6.5873019355,6.6096474735,6.2190908932,4.3531554822,2.9711133684,3.9708459727,3.7330474992,4.5488660052,4.6394004833,3.8214932436,8.7100134598,4.7920813761,2.7035270973,4.0382620681,4.4141597385,4.5851515201,4.7005510257,4.3489527347,2.410797929,3.4303599435,4.3088510939,5.7813452943,4.3622063845,10.2897562684,3.5826679286,3.0936001081,5.4273957908,11.5947609236,8.4796617077,6.6811253157,4.800973555,5.7288981111,8.2496694124,6.7447683887,18.5117920696,11.7262328685,11.0715583737,3.225006469,5.4007261465,4.4777670901,3.8242637542,8.7372948839,28.489175235,18.9516094447
"BRD7P3",0.579243471,0,0.0957627622,0,0,0.3650306854,0,1.049005238,3.3479900873,3.0818465418,0,0.9483355286,0.3794323826,1.4501435934,1.2714593525,0,0.7017735772,2.0611965496,0,1.4250374174,0.1878929864,0.7877134404,1.0924922342,1.1109932465,1.2460992253,1.4380946661,0.9983546784,2.1146904794,0.465858738,3.4120751101,1.142344369,2.9744675699,1.3063574416,0.0609771638,1.3822483312,2.0927836102,2.3255184905,0,0.4461330393,0.4870092655,0,0.7321103452,0.1933128537,2.2476488073,1.1712840857,1.853911132,4.5466848817,1.1101370392,0.125484934,0,0.4373171908,3.046018538,0,0.6961597986,0.1756221626,0.1351258636,11.8803663786
"BRD9",28.1701990681,50.0876417198,39.3678379614,33.301887715,34.2795682204,32.8975900136,41.8586022611,25.4017432462,25.007337638,30.9601595123,29.6594125994,27.9246029016,35.9218574095,43.2996106633,33.7543340689,27.4038741425,29.7206508222,26.1868079777,33.8515676378,21.8202237545,26.1055267834,32.1456587798,20.0795613489,38.0905770487,31.1524806336,24.2613158592,29.667419168,27.4961089759,32.0180350395,29.2743848992,28.9569175974,41.9901251462,26.7022065089,31.3062681289,24.9738174203,28.8980072672,30.7014114892,26.273292874,39.4264733335,46.3692489362,32.9867149864,48.4415836568,39.4825416274,40.3178250416,35.4894271047,40.2719954791,25.9304558171,40.4441234008,41.612331897,35.7180167235,27.605273766,30.8758356522,28.6877493383,27.8581446714,49.3203771565,45.7192166879,36.6166896157
"BRF1",3.5702927215,6.9189499443,4.7741240459,4.8151433697,6.6872779395,6.3741615587,7.9540704648,5.0752315505,4.1107621619,4.3925169102,5.5934365466,4.4539241187,5.2804339908,8.3555892765,9.145286831,8.5322239761,5.1305046755,7.4993379127,8.0600984282,5.4227649719,3.2104184351,4.1094315143,3.0857331675,3.5521405166,4.3521266813,2.7194301979,6.2993111981,6.2234519569,6.0768174301,3.5234248805,11.6653119927,5.3736632633,3.040823022,3.7606734736,4.9254431995,1.4341025983,4.0674403176,4.1813316715,7.473094182,8.5100733134,2.1252851376,9.9565480656,10.5975778631,6.6101350778,5.48467308,6.7755341317,10.6645647036,7.8971373045,7.7964183146,5.8218476143,6.3265003789,6.7762179616,12.3901236765,6.1872072929,10.7509974132,11.9140777419,3.3252582563
"BRIP1",1.3097053702,1.2218220555,0.4321002683,0.5319717426,0.6978029154,0.9691457963,0.9739223293,0.6326594783,1.4917504498,1.1892182879,1.0125446932,0.9183090739,0.3274862826,1.2651762984,0.664847066,0.2808345078,0.2008152083,0.4763179591,1.0762303515,0.4594845759,0.5358429613,1.6159709549,1.0456711384,0.5858753448,0.7508208863,0.7020082967,0.9015874401,0.8853983196,1.3195506127,1.0737299297,0.911303159,1.1205248423,0.2999611083,0.7718248348,0.5554270786,0.1379668108,0.140169018,0.3836141034,0.2913122362,0.3302341483,1.9205779789,0.6619116678,0.8738848878,0.5503691242,0.5074255534,1.1440376341,0.6748950313,0.7647170507,1.1723452238,1.2304816707,0.3294873887,0.1396931108,1.2370850096,0.3814595472,0.4939902026,3.9501396979,0.857279907
"BRK1",316.2874393409,278.8084929741,231.6267649241,280.9541405905,295.9435468719,406.9921367353,248.5552302405,295.5077992807,269.7292403174,310.7579201394,357.2467169612,288.2089257535,319.2878328816,415.8878649535,300.5302854169,452.8081276988,331.7553612559,344.5359451244,280.420381411,364.5025500028,357.0825019059,262.2303834998,271.2970358095,364.3124787764,243.5768333546,321.8514931301,323.5117591713,282.2008250049,367.8907108068,239.4603326265,321.461259446,323.963689294,363.855406947,339.55989187,332.071997296,367.744601103,428.3983041,315.212707687,330.967171571,269.057710729,280.994962647,305.472754226,334.961860924,315.730868925,254.304848205,293.745372552,347.786828212,324.91183929,331.139481954,381.646027563,310.089435109,339.088430178,317.529380925,368.051925278,203.117285683,124.138729043,172.807638067
"BRMS1L",7.609618873,5.8972336204,7.2265850283,4.9544149418,4.4945291949,2.6448714572,7.9161833261,6.0381764918,4.8493958798,6.6899854324,5.7307701946,4.321307277,2.5272906911,4.0964090284,5.9933293904,5.4837761133,2.9906350907,4.8400739704,4.0004475934,2.7378504915,9.0142240164,6.6144760949,4.6553546632,6.0822540428,3.6302848468,7.0882391123,4.2176354855,3.7366375461,7.2242527454,3.6718912412,4.6078647657,6.1164477686,1.9551306004,9.3500126944,0.8776349698,7.2875125094,1.7085772572,11.5457495512,4.7446812729,1.8553092915,1.6387495122,7.6698758344,3.6822208429,2.4082417489,2.719104955,3.7835653162,6.2045514499,2.4166716085,3.1073061088,2.7102285208,4.1650062173,4.5407366131,4.9566326389,2.4109896767,21.5768546259,38.9298711094,9.2431198281
"BRP44",75.6886678809,63.6100808079,64.4343248793,76.5993646536,77.2840958104,59.1477791251,69.5474146609,79.4243500255,73.4071568446,68.3977633162,62.2261086972,63.8662692168,61.8678050939,63.6731416589,56.2936201853,61.273373288,55.9885756444,57.4828202525,61.7680103312,56.6415318228,61.9698905293,56.65165559,64.4191390245,63.6455916268,53.764044378,62.3310667583,60.5479690801,56.4807136777,51.1067689456,54.9033904072,59.9740781337,71.8749280393,75.059694354,72.504554585,54.9199823066,68.1940392984,67.0789823939,59.4201108292,53.5984139139,61.6960198488,57.7483771366,52.7349802514,47.0777456397,51.1106808765,58.3389595759,58.2978648878,57.8529952239,50.1981390473,67.9327088743,69.152511247,42.0882985256,60.3275863353,53.5532041304,57.2873317205,125.110801655,80.0717145339,96.2165228471
"BRPF1",9.0423494052,10.4572901165,12.7691468487,13.6326320819,12.487764674,11.2946044229,11.056358525,15.2466282372,7.3332327939,7.7628121432,11.9899257808,7.8594245263,21.2030429023,12.8367302787,12.6854761349,14.1296201575,21.6103075726,8.1508041797,14.9234456207,12.0482361148,5.0243976375,9.6929297239,5.6898779217,9.6821325505,8.7753837624,6.6361366818,6.5258881464,11.2817710527,11.843827325,8.377744637,9.0240600298,11.4711856289,5.2131803627,10.8549411178,7.7224452345,8.986951953,12.3122066583,8.2662487438,5.4571563303,11.1221436289,10.8138776795,17.6467132453,12.1417753604,8.1895613375,15.4704319313,13.6477234197,11.3032719589,10.2360967916,8.2952495047,13.9106321957,10.8883316794,5.2045813788,23.121502335,5.0730731175,35.0116227773,43.3968085652,22.2534082646
"BRS3",0,0,0,0,0,0,0,0,0,0.1062705704,0,0,0,0,0,0,0,0,0,0,0,0.2751205031,0,0,0,0.0863311174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8619625832,0,0,0,0,0,0,0
"BRSK2",0,0.0188334806,0.0210210941,0,0.0387668286,0,0,0.0232595396,0.1520716478,0.2176016442,0.090779869,0.2076829786,0,0.2490892907,0.116469559,0,0,0.1196134785,0,0,0,0.0695041271,0.0289844878,0.3667145677,0.0974749923,0.0863311174,0.1368902396,0,0.0252435769,0.0980938454,0,0,0,0,0,0,0,0,0.0326532658,0,0.3078476758,0.0247312848,0,0,0.1285925292,0.3489197993,0,0.1741133408,0,0.1630022926,0.0320080183,0.1453979227,0,0,0.2313737378,0.2967030248,0.1102240163
"BRWD1-IT2",1.109789482,0.8522149982,1.5999388314,0,1.359261929,0.3500879088,0,2.5097043277,0.1665546619,1.7711761735,0,1.1334986662,2.2675601911,0,1.4413107927,2.458909774,1.5914065429,0.328937066,0.8795910142,0.5886484429,1.57041422,0.3764806884,0.6153629727,0,1.2276580106,0.3566838271,1.0455582093,0.741681491,0.4199613254,1.0657763747,1.4478018671,0,0,1.6057517511,0,0,3.3403313259,0.4353241757,4.8061287393,0,3.6615034496,0,2.1596631196,3.0267007194,0,0,0.3249140918,2.0881406189,1.8024421547,0,1.9193601933,1.1096633682,2.6322009246,2.1211080385,6.7269438486,0.1617435556,0.2002903331
"BSCL2",1.3712179512,0.3366484662,2.5762518702,2.3310864772,1.9456102121,1.4537186944,2.2754569752,1.5886265577,1.453129079,1.5763467944,3.3821320442,1.7315255563,2.8276746606,1.9137949464,1.2059452255,2.0944680464,1.4704855572,2.0163414952,1.6407755457,2.3503588906,2.2199208398,1.4943387325,2.071276093,2.104811424,1.7361086459,1.9742563425,1.949505826,2.394425021,1.7693452563,1.2646152506,3.8828483226,2.2412849406,1.119615228,2.6570364899,2.9678790573,2.1682774763,1.8881890482,1.9522004861,3.8034644681,2.8256331945,1.2677145315,3.4141738562,2.68574404,1.1310970356,2.1496928931,1.6725229282,2.3141687278,1.7276225346,0.8320742716,1.5236134229,3.3140495968,1.1917928575,1.8747592729,0.5395494219,0.4990833052,0.7040015883,0.3962633995
"BSG",172.2121595471,297.5784106011,224.423536667,318.6876040668,281.9608363686,343.4469119266,268.4281487988,263.4328941103,121.063514662,138.0176381921,301.9152229335,127.1870578393,233.4570660074,173.0258065112,153.7568030294,291.6519957434,289.6748582609,145.1744516982,179.7093246869,339.6840305824,194.582904629,91.2560228657,109.5881189677,156.9169465238,123.7932401667,127.6610039103,94.6997236833,135.3812526319,162.9679429682,102.3171831564,206.787106313,269.574045583,298.462928658,347.340251716,223.469474028,276.175612862,385.350644162,499.921146787,241.448187903,304.604227972,319.289851362,273.508750035,249.168606895,294.623869323,337.756642182,268.115120109,194.569196958,222.691209431,266.4583734,328.065915001,189.452740918,263.262934511,359.669524853,397.369077143,116.402421208,106.973466116,256.553128343
"BSPH1",0.653571173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5936810856,0,0,0.8272202046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BST1",0.9636971021,4.7413287471,2.3800549916,0,0.4361268221,1.0929573738,1.2279890238,0.0860602967,0.579320563,1.9457635391,1.6573145323,1.9141864892,1.8113379216,0.3452722842,3.0063704918,0.3622979528,0,1.0273943424,0.2621857831,0.5717089193,0.1554176555,0.5241769585,0.749137532,0.9243810996,0.7323796716,0.5770553636,0.103847768,0.5158407601,0.9707302768,4.8092496112,1.4525843957,0,0,0,1.9919941829,1.5224824009,5.7451979202,0,0.989129198,1.4171805095,0,0.9364467566,1.0714930921,0,1.825927028,3.0827535783,2.0311521469,0,0,3.4975005423,0,0,0,0,0,0,0
"BTBD11",4.8697459948,1.4101568617,3.5759216801,2.6096296214,7.0410252508,5.4135544919,5.1905379973,8.0268671315,4.1517973685,3.6182598972,4.1642355313,3.4380290669,4.1602050518,9.1447830688,9.4219020336,8.4507605311,3.6902493647,5.117748117,4.8525513884,6.2612713869,3.549089744,6.3074995335,3.5873877649,5.0862659566,4.7604678651,4.0484750315,4.8312813872,5.3714164725,3.3046137082,4.8781804215,7.8055405006,6.1356942461,5.9051132378,1.5232427679,10.4355267006,7.8690597737,2.074739954,1.7665328868,5.0150908584,6.7165115382,6.4474299873,17.9602598375,5.7412162433,4.3280358114,12.2523379526,10.3282464345,5.5094128612,8.6827032848,10.9191423284,8.4995037411,11.0458041162,5.0451775497,0.1831096295,2.1079334544,24.1048821243,20.703175112,1.6719888672
"BTBD17",0,0,0,0,0,0,0,0,0,0,0,0.1976741603,0,0,0.1965423808,0,0,0.1003898838,0,0,0,0,0,0,0,0.5815991067,0.1840937705,0.2258407308,0,0.217397171,0,0,0,0.7154460072,0,0,0,1.0667777178,0,0,0,0,0,0,0,0,0,0,0,2.1775085757,0,0,0,0.3712751683,0,0,0
"BTBD19",1.4506717016,1.115883727,0.4484500082,0.9452201778,0,0.685233041,0.4345877671,0,1.7476170318,1.5434535226,0,0.3177799793,0,0.4044618186,1.7810136731,0.390167026,1.3884320313,0.2157314523,0.9874254895,0.8469761768,1.9067658624,0.4952169055,1.4090920245,0.4339817369,2.1813322592,0.7769800565,0.5853237831,1.3730089884,0.1835896505,1.6251764122,1.2623751648,1.0583166623,3.0190026528,0.3818442748,0.8655758634,0.2047686253,0,0.474462736,0.2328103074,1.4295441345,0,1.2342987784,0.201756969,1.9792928369,0.2292088212,0.5528262809,0.1062378137,1.4896658961,0.9822468909,2.3243380344,1.4833639615,0.621992335,0.918033096,2.2787840087,1.8329352938,1.5865684649,0
"BUB1",0.7330249234,0.5626502336,0.5021705821,0,2.396274595,1.0267822203,1.8832136573,2.1352257394,0.3910413801,3.1172700653,5.0743619107,2.4746803109,0.7001430869,0.6560173399,1.5990299872,0.634557361,0.7017735772,2.1231392439,0.9958830954,1.3297525976,0.3293926429,3.8806470959,2.6665728818,0,1.6491714906,1.3245010905,2.1477606558,2.610000264,2.2971655013,1.2513593255,2.3138738387,2.1377875696,0,0,0.1295150635,0.5515070458,0,0,0,0,1.2091743973,1.305998275,0,0.197439453,0.8745540458,0.1861171288,1.6691046578,0.055724224,0.3527337778,0.1738939363,1.2805035296,0.9306795647,0.0515115658,0.6226439359,0,0.1899170475,0
"BVES-AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C10orf103",0.7971005286,0.1530220301,0.3690369859,0.5593694289,0.3392097506,0.3137983085,0.4368164223,0.6768526037,1.3203681166,0.3719469964,0.2490627176,0.4654100484,0.1626138782,0.9815597792,0.6333032271,0.2679718585,0.5398258287,0.5916595277,0.3171602215,0.4234880884,0.4848102984,0.9498897369,0.3879462219,0,0.505816176,0.4271118439,0.5900441362,0.7108850277,0.553063822,0.8298209087,0.5786254254,0.2328444777,0.4820972204,0.2625346396,0.6347960146,0.168944863,0.3432830754,0.0521942212,2.2409417624,0.6814593873,0.5487557654,0.4364405458,0.4993802655,0.7257868765,0.9455465365,0.5321291458,0.9349522362,0.546245577,1.94497257,0.3196168116,0.2510467942,0.3991371387,0.1262375811,0,1.0585874723,0.5236009014,1.2247284326
"C10orf107",0,0,0,0,0,0,0,0,0,0,0,0,0,0.1011154546,0,0,0,0,0,0,0,0,0,0,0.2871560583,0,0.1227291803,0,0,0.2916303513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C10orf113",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2586308146,0,0.295059436,0,0,0,0,0,0,0,0,0,0,0,2.1997825772,2.5084823576,0.4102890171,0,0,0,0.7111254602,0,0,1.4613950339,0.936131408,0,0.6924179877,0,0,0,0,0,0,0,0
"C10orf116",0.8483610128,0.6521092666,0.5255273534,0.1689523989,0.9594790087,1.3384458464,0.6775111856,0.3837824041,0.7651859104,1.1284922477,0.7611542866,0.4954365031,0.6933675086,1.329298294,0.2450713637,0.683864183,1.6237960926,0.2520426869,0.7696421374,0.6309972517,0,1.1555061129,0.4704405335,0,0.2687148435,1.090498325,0.9133883228,0.1899115236,0.4268459373,0.5434929274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C10orf11",0,0,0,0,0,0,0,0,0,0,1.2592797219,0.1876653421,0,1.7140302678,1.2932973948,0,0,0.1900999927,0,0.2032742824,0.2574829814,0.8716975939,0,0,0.2028533623,0,0,0,0.1606409441,1.2274986604,0.7382640473,0,1.3668986665,0,1.6873577098,0.47901232,0,1.1099039003,2.1784393051,2.2294081145,0,2.4748949995,1.1799179884,2.5722952543,1.3404623023,3.2330465532,2.2366853999,0,1.8382048959,0.9062151265,2.4023160861,0.9700118558,1.0737708534,0,1.7151037392,0.2474291296,0
"C10orf122",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3433547022,0,0.3925344283,0,0,0,0,0,2.0375762836,1.5007838397,3.1662726427,4.2592649509,2.0956648626,1.2748367487,8.6345701162,3.4461966647,2.415695071,3.9225810363,2.2774632017,2.1650566597,2.163260861,2.7383483737,6.3422005167,5.4016418717,3.1233215999,4.9376934486,1.3589369527,1.9428295253,5.248976959,3.3345358054,5.0406985539,6.1340457707,10.1751501042,14.4505144493,4.2131038506
"C10orf128",31.2560802143,32.6290051813,39.5616991629,39.9846400351,33.4170062833,25.3493531511,29.9687266854,42.4207484044,13.445064734,22.1725954402,31.4703546024,26.5383815747,45.0463027999,17.9763548513,21.5104716786,13.4007367022,35.8379571125,40.1623613707,38.1247730216,32.0538134106,18.0632430302,15.2098198118,7.8503370541,7.1368296635,15.5433095762,15.6213885053,10.8237696344,30.5090296347,14.6206207882,10.0055722341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C10orf12",3.7625195371,4.1716159582,1.8872271179,2.1370195325,1.9165350906,2.4527500438,0.2250941768,1.1629769822,3.6255811904,2.3025290255,2.4277795747,2.6398258119,0.5646315217,5.0212455038,5.7992134587,2.866226999,2.1593033146,2.9753852784,4.7489457161,3.7521044632,5.4280196084,3.8458950324,2.5773898423,2.5561524304,5.6746252249,1.7993222362,2.4994269609,6.3158413468,3.4744341349,3.0515139485,0,20.4158402803,72.7489880378,63.4738840794,1.1842343405,32.7779500856,27.7509560114,1.1684419128,0,13.2996126891,56.1000326178,48.4898487634,0,17.1504260087,79.9657511295,48.7843933172,0,29.5521709613,52.4104372396,34.9803771025,0,26.3802702101,15.543043371,35.7858854155,2.633109657,0.4341315277,30.1052582067
"C10orf26",16.144489485,25.3616358454,24.0738241393,22.5916755066,12.061329559,22.290353314,19.9843513191,27.9835521468,13.0419541755,21.0415729409,22.4226276542,16.4119597161,23.0437416629,31.0917691879,25.4122019052,29.1553382099,22.4761882017,18.7259172545,22.4866597019,14.6780971438,24.9688901987,22.7075775218,11.9170836565,13.6791043474,14.0732813145,19.1087112737,13.7952319043,20.5130109245,24.9222950494,14.2395146978,17.8688113355,21.1932967268,12.4326834127,19.5603117399,12.2263575205,19.0384514449,21.6485427335,33.4243671378,14.8605636674,18.7781483476,21.5486752149,16.6149001879,27.2358139479,20.68321993,18.2371176922,17.1001392217,24.4278337517,20.0650812186,22.1989584876,34.0783064133,17.9944185809,20.6482778486,14.2804684193,23.1003085512,2.5234965844,0.7942947856,6.1825743935
"C10orf28",16.6289010603,29.4273134752,25.4028244241,20.2925529968,11.7657324907,15.534083611,16.6413684956,16.1328166977,20.2689781995,18.460716231,23.9239870269,22.1094795016,20.8303860979,18.5978449628,17.7470490532,10.1850743997,10.4035233698,13.7982691302,10.8743667933,16.1666577745,8.3438403981,23.6400912269,17.62256861,16.6757482408,20.2405504193,17.534304317,21.5318906181,19.273453277,14.9028898757,20.3239842997,14.8439738876,20.0667526231,17.7355581259,16.5008139147,10.3053301388,10.2031639641,25.6398594419,13.2643011758,15.9634076878,18.6167146716,14.4736372684,28.3019689594,15.3020634801,21.5284878101,14.149867422,26.3272467487,17.2861588044,18.50194293,11.6943862659,10.0784340353,16.6039462442,17.8732507115,13.4093347523,13.6308496864,22.3074137948,31.9951891533,53.7126423594
"C10orf40",0,0,0,0,0,0,0,0,0.5672513846,0,0,0.0925815688,0,0,0,0,0,0,0,0,0.1275816575,0.2143043919,0,0,0,0.0681561453,0,0.0692920424,0.0780256014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C10orf47",0.0845797989,0,0,0,0,0,0,0.8117579336,0.9269129009,0.1821781207,1.4105795036,0.1501322737,0,0,0.2960267958,1.3334279681,0.0539825829,0.3545685256,0.5434011794,0.1461033905,0.4152203034,0,0.0958717675,0,0.1633364735,0,0.0920468852,0.0384955791,0.1285127553,0.3287469415,1.9846522243,2.2461842391,0,0,0,0.6277605202,0.4906005748,1.8349878345,0.6039237678,0,0,0.9979774616,0.8088438703,0,0,0,1.4029893818,0.6440469716,0,0.2740668609,0.7534416688,0,0,0,0.1728997469,0,0.9266357443
"C10orf54",117.5505422671,274.4320629141,265.0689900164,222.3710378291,179.473456092,273.3695590639,235.0807808064,226.6944512412,105.2963400045,117.5504323818,240.1150813141,106.4813150965,258.8406406962,194.6003918096,159.1386672351,328.3898656627,217.834836984,142.3656709077,199.5593257476,245.7310807316,186.8305791883,136.3004892314,165.3186003666,122.259165014,137.3001127425,122.0699281233,127.4424528892,124.0789506037,189.9189036551,103.353796496,226.280946656,218.267867004,204.572580317,229.514569476,159.407047907,209.235953434,227.067214162,173.986051906,221.058874251,244.357702472,197.710574335,247.831723019,261.178517744,208.603282771,215.487698248,223.087121261,238.664750977,191.507427714,180.774915667,209.945723387,214.510938551,206.664348681,216.827473038,184.269824492,115.15234533,104.508092469,82.4370336484
